uID,roomNumber,name,licensePlates
389370848,G-269,Nguyen Van A 4160,20U-217.47
116955325,K-135,Nguyen Van A 4161,82T-207.58
581107326,B-386,Nguyen Van A 4162,22L-900.96
327362706,H-981,Nguyen Van A 4163,87G-885.44
229760606,P-725,Nguyen Van A 4164,19G-633.95
845096397,Q-171,Nguyen Van A 4165,47C-248.67
695386217,Z-586,Nguyen Van A 4166,64Z-985.40
29254776,Q-629,Nguyen Van A 4167,62I-805.81
148068659,U-569,Nguyen Van A 4168,54O-412.97
704306109,T-480,Nguyen Van A 4169,12V-973.72
146430963,H-505,Nguyen Van A 4170,24P-641.88
337048104,W-864,Nguyen Van A 4171,77S-954.27
39147003,W-685,Nguyen Van A 4172,12U-299.91
392819676,C-123,Nguyen Van A 4173,29U-139.58
657662867,F-765,Nguyen Van A 4174,34O-692.65
641300783,M-821,Nguyen Van A 4175,38V-344.60
967688584,L-915,Nguyen Van A 4176,32F-978.61
591892358,S-817,Nguyen Van A 4177,73G-475.92
415611959,W-903,Nguyen Van A 4178,29Q-878.13
139003084,F-664,Nguyen Van A 4179,98M-590.49
105884379,X-765,Nguyen Van A 4180,47N-329.46
710023395,A-638,Nguyen Van A 4181,18H-827.24
433439879,R-798,Nguyen Van A 4182,56J-964.50
239983356,A-180,Nguyen Van A 4183,47C-848.85
882317846,J-253,Nguyen Van A 4184,78S-979.25
959653076,Z-185,Nguyen Van A 4185,22B-117.47
651569777,F-913,Nguyen Van A 4186,94T-366.11
558463793,O-200,Nguyen Van A 4187,99N-846.82
287635218,F-613,Nguyen Van A 4188,74U-133.48
131463756,P-597,Nguyen Van A 4189,46D-386.35
182449796,W-918,Nguyen Van A 4190,26U-321.96
558058200,G-465,Nguyen Van A 4191,59B-850.85
90174042,L-354,Nguyen Van A 4192,26S-704.67
924721851,S-608,Nguyen Van A 4193,87E-184.84
38993610,Y-771,Nguyen Van A 4194,23M-119.11
411908336,E-342,Nguyen Van A 4195,86Y-454.94
534951507,X-736,Nguyen Van A 4196,28E-306.71
569454528,E-464,Nguyen Van A 4197,89N-511.89
42558019,B-905,Nguyen Van A 4198,41D-103.85
412402353,P-334,Nguyen Van A 4199,54L-506.44
322800888,G-225,Nguyen Van A 4200,11B-505.10
270364364,A-803,Nguyen Van A 4201,37N-446.82
443422574,B-432,Nguyen Van A 4202,41N-496.90
69443379,H-730,Nguyen Van A 4203,21F-542.65
551330042,U-176,Nguyen Van A 4204,41U-871.29
454921653,G-464,Nguyen Van A 4205,83L-299.11
184173256,A-353,Nguyen Van A 4206,35U-626.96
961292522,N-901,Nguyen Van A 4207,73Y-303.37
433883542,P-551,Nguyen Van A 4208,41R-566.87
756813386,A-587,Nguyen Van A 4209,18S-196.39
928659157,P-811,Nguyen Van A 4210,85I-928.94
552298793,K-969,Nguyen Van A 4211,61Z-650.83
25813995,H-356,Nguyen Van A 4212,32I-907.63
410011649,L-509,Nguyen Van A 4213,82T-870.94
832395708,T-857,Nguyen Van A 4214,34Y-201.95
434608826,C-932,Nguyen Van A 4215,45Z-338.54
984960271,C-408,Nguyen Van A 4216,22J-336.31
326342659,G-103,Nguyen Van A 4217,46O-750.33
625673727,F-636,Nguyen Van A 4218,15W-511.55
584380536,G-923,Nguyen Van A 4219,83J-767.97
433797239,S-532,Nguyen Van A 4220,67C-102.54
820295768,V-110,Nguyen Van A 4221,82U-317.39
6836211,S-304,Nguyen Van A 4222,72U-170.69
941818099,Y-233,Nguyen Van A 4223,14I-171.75
645290542,S-419,Nguyen Van A 4224,92C-618.62
334773713,W-851,Nguyen Van A 4225,65U-927.75
664890298,L-277,Nguyen Van A 4226,50R-377.83
268216250,A-894,Nguyen Van A 4227,35O-142.76
390159044,H-515,Nguyen Van A 4228,33O-234.93
81329824,N-463,Nguyen Van A 4229,14E-121.61
217661653,M-178,Nguyen Van A 4230,57K-660.99
238027110,C-338,Nguyen Van A 4231,54S-232.70
439938184,A-383,Nguyen Van A 4232,66D-275.66
51243286,H-355,Nguyen Van A 4233,41I-894.37
474552428,M-686,Nguyen Van A 4234,63L-796.64
967331719,A-656,Nguyen Van A 4235,88F-979.26
858456220,O-547,Nguyen Van A 4236,16S-914.98
604115282,U-391,Nguyen Van A 4237,39B-576.76
187798231,N-368,Nguyen Van A 4238,51H-634.91
568625576,U-561,Nguyen Van A 4239,44H-485.59
325464890,E-726,Nguyen Van A 4240,45A-415.81
67944374,G-427,Nguyen Van A 4241,55P-563.75
650615760,N-460,Nguyen Van A 4242,55L-890.68
408680912,H-486,Nguyen Van A 4243,29T-952.47
730504623,K-397,Nguyen Van A 4244,69E-991.18
401315735,Z-246,Nguyen Van A 4245,22M-443.65
157666094,A-927,Nguyen Van A 4246,49S-237.70
963005486,H-329,Nguyen Van A 4247,31U-982.43
60348889,Z-737,Nguyen Van A 4248,58S-767.73
530795621,B-677,Nguyen Van A 4249,26W-926.55
112259399,P-700,Nguyen Van A 4250,29X-546.51
530854075,M-843,Nguyen Van A 4251,87H-741.42
754478567,K-380,Nguyen Van A 4252,50N-343.24
733256069,R-481,Nguyen Van A 4253,22F-992.52
749981248,Q-495,Nguyen Van A 4254,23N-327.83
637908266,M-805,Nguyen Van A 4255,69Z-766.59
493608817,X-561,Nguyen Van A 4256,51Z-850.92
222884051,Z-847,Nguyen Van A 4257,96H-931.82
429026253,V-206,Nguyen Van A 4258,83U-882.11
811673240,O-565,Nguyen Van A 4259,96H-110.94
18080280,B-941,Nguyen Van A 4260,22N-249.22
516499339,R-427,Nguyen Van A 4261,49R-622.25
1424098,R-970,Nguyen Van A 4262,24J-690.93
225917049,G-131,Nguyen Van A 4263,30N-141.93
732704652,A-523,Nguyen Van A 4264,18C-178.62
93921028,F-522,Nguyen Van A 4265,82Z-485.73
184038598,M-232,Nguyen Van A 4266,88K-706.97
376698173,L-579,Nguyen Van A 4267,30Z-234.23
318318978,J-458,Nguyen Van A 4268,76U-725.61
541971771,D-712,Nguyen Van A 4269,58F-633.26
871888856,Z-349,Nguyen Van A 4270,72K-340.42
730721644,H-925,Nguyen Van A 4271,93S-451.96
322334299,E-710,Nguyen Van A 4272,77M-410.99
599076422,Q-645,Nguyen Van A 4273,84T-157.73
582391293,W-415,Nguyen Van A 4274,17Z-885.90
324200190,Q-213,Nguyen Van A 4275,24R-700.94
960984473,J-866,Nguyen Van A 4276,55N-720.53
54148493,E-556,Nguyen Van A 4277,40H-292.14
895303823,P-454,Nguyen Van A 4278,64O-238.96
53526303,Q-868,Nguyen Van A 4279,54T-915.51
245589370,U-378,Nguyen Van A 4280,78O-926.49
783603124,Y-962,Nguyen Van A 4281,50X-230.74
319699616,Y-852,Nguyen Van A 4282,25C-785.87
869683854,M-550,Nguyen Van A 4283,96I-247.21
645206734,T-154,Nguyen Van A 4284,49G-162.47
519466481,Y-725,Nguyen Van A 4285,80Y-418.24
887746615,K-558,Nguyen Van A 4286,20M-716.27
520179902,P-251,Nguyen Van A 4287,78Z-241.41
51647064,Q-502,Nguyen Van A 4288,67V-738.74
244841916,N-533,Nguyen Van A 4289,23X-708.16
891246854,B-622,Nguyen Van A 4290,90N-726.36
847986761,R-962,Nguyen Van A 4291,99P-940.67
302926856,F-525,Nguyen Van A 4292,79X-976.20
674834622,Z-977,Nguyen Van A 4293,64L-533.24
132161504,A-213,Nguyen Van A 4294,94E-339.75
401729783,A-857,Nguyen Van A 4295,60Z-571.65
467064292,Z-975,Nguyen Van A 4296,68K-323.15
181593899,Z-639,Nguyen Van A 4297,39X-751.97
969253856,B-251,Nguyen Van A 4298,50B-591.62
804699367,I-286,Nguyen Van A 4299,10H-372.56
971126745,Z-322,Nguyen Van A 4300,69I-876.28
350265422,N-525,Nguyen Van A 4301,63X-314.97
832699126,L-456,Nguyen Van A 4302,62T-273.99
619090785,N-795,Nguyen Van A 4303,96G-235.72
393915225,P-718,Nguyen Van A 4304,70B-927.56
32424563,Z-626,Nguyen Van A 4305,95O-402.60
176823782,W-933,Nguyen Van A 4306,50P-311.89
47917005,K-454,Nguyen Van A 4307,54Z-585.64
73312437,A-181,Nguyen Van A 4308,89Q-628.20
7837312,N-584,Nguyen Van A 4309,68G-828.44
438545316,V-595,Nguyen Van A 4310,16O-173.48
396635343,E-768,Nguyen Van A 4311,51H-240.11
405350757,C-618,Nguyen Van A 4312,14U-706.49
825456045,T-234,Nguyen Van A 4313,69H-684.73
262716858,J-541,Nguyen Van A 4314,65N-963.90
475570148,V-719,Nguyen Van A 4315,13J-263.63
531301326,S-487,Nguyen Van A 4316,68I-621.75
181587773,P-700,Nguyen Van A 4317,89Q-704.29
197136695,R-981,Nguyen Van A 4318,41L-134.83
892871170,F-656,Nguyen Van A 4319,79N-629.68
613023934,G-682,Nguyen Van A 4320,83Q-700.17
347265896,M-770,Nguyen Van A 4321,59Y-197.28
750958444,A-485,Nguyen Van A 4322,10S-757.65
44156624,I-430,Nguyen Van A 4323,46T-759.41
905604000,U-799,Nguyen Van A 4324,79B-414.71
628550148,M-855,Nguyen Van A 4325,37B-724.28
509397266,C-990,Nguyen Van A 4326,79G-164.82
532617801,F-220,Nguyen Van A 4327,69W-614.29
757363559,M-249,Nguyen Van A 4328,42J-945.11
985009666,B-668,Nguyen Van A 4329,72N-756.80
782530889,I-974,Nguyen Van A 4330,77N-135.54
788847771,R-782,Nguyen Van A 4331,71C-879.39
546264653,P-394,Nguyen Van A 4332,80R-630.21
814527586,Q-969,Nguyen Van A 4333,70P-607.14
257244407,Y-591,Nguyen Van A 4334,74G-439.61
735643149,A-217,Nguyen Van A 4335,48N-501.46
233547248,Z-922,Nguyen Van A 4336,99L-533.98
670987091,S-368,Nguyen Van A 4337,57H-636.16
159768626,G-483,Nguyen Van A 4338,74E-594.17
914614739,W-574,Nguyen Van A 4339,70O-778.43
702014761,K-260,Nguyen Van A 4340,69M-300.34
421249554,H-664,Nguyen Van A 4341,46Q-263.71
876265799,U-398,Nguyen Van A 4342,57A-847.98
622400309,S-146,Nguyen Van A 4343,42V-545.82
153526817,B-862,Nguyen Van A 4344,48N-755.43
146803842,T-796,Nguyen Van A 4345,58C-949.85
154278356,M-750,Nguyen Van A 4346,96T-309.98
467416501,K-174,Nguyen Van A 4347,57C-253.49
602009778,V-953,Nguyen Van A 4348,14T-865.51
530821044,V-568,Nguyen Van A 4349,20N-460.98
428022641,K-114,Nguyen Van A 4350,84Q-871.63
90895412,B-230,Nguyen Van A 4351,46K-156.91
752589319,Y-258,Nguyen Van A 4352,78J-332.10
972985488,P-302,Nguyen Van A 4353,49A-519.56
931244715,B-985,Nguyen Van A 4354,15A-730.76
103004116,W-556,Nguyen Van A 4355,85C-668.64
27841852,B-466,Nguyen Van A 4356,61W-971.54
697166662,F-408,Nguyen Van A 4357,68R-947.36
561671313,A-684,Nguyen Van A 4358,83K-487.30
97797644,Y-130,Nguyen Van A 4359,86P-240.53
995861875,I-714,Nguyen Van A 4360,13C-783.83
259146834,W-482,Nguyen Van A 4361,16U-204.91
198658185,F-862,Nguyen Van A 4362,74T-154.73
7643171,P-196,Nguyen Van A 4363,61T-432.60
80367082,T-172,Nguyen Van A 4364,97H-482.69
742165393,P-631,Nguyen Van A 4365,50D-651.13
970578176,I-484,Nguyen Van A 4366,92H-363.64
718178830,C-795,Nguyen Van A 4367,24A-598.69
167687957,F-130,Nguyen Van A 4368,83O-317.35
574067089,A-287,Nguyen Van A 4369,14F-979.95
316455671,G-583,Nguyen Van A 4370,41Z-943.61
800388372,G-530,Nguyen Van A 4371,45A-133.54
614636555,U-677,Nguyen Van A 4372,84U-739.92
189968908,K-638,Nguyen Van A 4373,59T-533.75
364642544,L-668,Nguyen Van A 4374,26Y-209.56
208890341,W-278,Nguyen Van A 4375,25D-240.60
586434189,D-769,Nguyen Van A 4376,59Z-632.35
87229578,O-739,Nguyen Van A 4377,51C-901.85
517450412,U-280,Nguyen Van A 4378,22V-558.87
818479701,G-768,Nguyen Van A 4379,89X-319.40
842269830,L-808,Nguyen Van A 4380,27H-947.63
656697074,P-260,Nguyen Van A 4381,14B-651.52
912096660,D-597,Nguyen Van A 4382,33Z-919.33
885600097,K-250,Nguyen Van A 4383,49I-781.67
757373032,A-527,Nguyen Van A 4384,47T-932.66
809469359,L-640,Nguyen Van A 4385,78T-831.53
986162946,X-556,Nguyen Van A 4386,24H-197.70
53931000,R-751,Nguyen Van A 4387,71N-987.29
202807951,P-705,Nguyen Van A 4388,88Q-450.28
110291369,H-189,Nguyen Van A 4389,67T-695.48
560420485,R-499,Nguyen Van A 4390,43V-171.78
463391444,I-200,Nguyen Van A 4391,54B-121.86
398418348,B-151,Nguyen Van A 4392,10A-942.83
263643464,G-429,Nguyen Van A 4393,94V-568.23
870789280,P-888,Nguyen Van A 4394,15B-329.99
418284022,H-719,Nguyen Van A 4395,42Q-286.89
63970771,H-181,Nguyen Van A 4396,85L-982.58
927635421,H-626,Nguyen Van A 4397,18R-662.49
305180146,R-122,Nguyen Van A 4398,88U-973.60
980302601,W-499,Nguyen Van A 4399,82Q-268.39
530476444,Y-991,Nguyen Van A 4400,75R-348.51
218075240,T-358,Nguyen Van A 4401,45L-853.31
997090014,G-375,Nguyen Van A 4402,90H-317.13
778649931,S-513,Nguyen Van A 4403,42H-299.30
584613708,Y-334,Nguyen Van A 4404,74F-855.85
912828597,T-858,Nguyen Van A 4405,48J-926.42
392011288,R-325,Nguyen Van A 4406,10Z-155.95
307465558,V-815,Nguyen Van A 4407,92V-360.87
339095444,D-132,Nguyen Van A 4408,25I-847.92
167397793,P-333,Nguyen Van A 4409,94K-292.48
266275414,A-958,Nguyen Van A 4410,43E-466.10
288949186,M-141,Nguyen Van A 4411,81E-136.28
373705882,S-321,Nguyen Van A 4412,79V-460.28
557731204,J-950,Nguyen Van A 4413,79G-840.83
199424932,Q-915,Nguyen Van A 4414,71C-793.37
464837158,D-169,Nguyen Van A 4415,31L-382.15
10120541,V-984,Nguyen Van A 4416,98Y-649.85
712883259,H-861,Nguyen Van A 4417,18S-380.44
348788852,I-731,Nguyen Van A 4418,93G-262.98
362254318,A-496,Nguyen Van A 4419,46I-393.69
551185314,P-652,Nguyen Van A 4420,56P-989.30
678432916,A-840,Nguyen Van A 4421,98G-932.46
237604267,A-823,Nguyen Van A 4422,27E-861.85
574591306,V-455,Nguyen Van A 4423,82I-933.38
418999283,E-945,Nguyen Van A 4424,32P-802.93
575638751,O-277,Nguyen Van A 4425,25H-776.67
39293535,O-744,Nguyen Van A 4426,98A-861.78
433950970,J-331,Nguyen Van A 4427,91M-275.37
88716932,S-287,Nguyen Van A 4428,72W-649.36
243790299,V-462,Nguyen Van A 4429,69X-266.56
207000324,Q-185,Nguyen Van A 4430,15O-655.88
52795469,G-863,Nguyen Van A 4431,57W-292.58
668580842,E-146,Nguyen Van A 4432,20U-394.87
434354197,U-993,Nguyen Van A 4433,17G-913.96
57739685,Q-734,Nguyen Van A 4434,11O-609.34
720578473,T-672,Nguyen Van A 4435,60P-576.15
476675804,E-666,Nguyen Van A 4436,95K-190.60
577505067,O-430,Nguyen Van A 4437,28G-913.49
878344105,V-954,Nguyen Van A 4438,77J-476.70
37462046,H-215,Nguyen Van A 4439,87A-565.80
713506086,C-800,Nguyen Van A 4440,38N-346.81
355348698,G-467,Nguyen Van A 4441,93P-309.98
247759419,O-137,Nguyen Van A 4442,73N-732.63
210462475,M-587,Nguyen Van A 4443,26Z-925.76
362605389,Y-957,Nguyen Van A 4444,37R-922.52
99309254,V-360,Nguyen Van A 4445,64T-183.51
996659680,S-748,Nguyen Van A 4446,32L-838.39
369614979,F-711,Nguyen Van A 4447,74A-619.44
126063818,U-712,Nguyen Van A 4448,59A-291.70
451549686,L-401,Nguyen Van A 4449,13W-709.68
694693172,Z-240,Nguyen Van A 4450,18K-567.72
569425578,O-531,Nguyen Van A 4451,45H-967.15
174645256,C-663,Nguyen Van A 4452,17Z-207.78
989688957,G-789,Nguyen Van A 4453,65A-212.39
427160906,R-369,Nguyen Van A 4454,72C-334.44
838722120,Z-246,Nguyen Van A 4455,58W-412.78
420688144,S-559,Nguyen Van A 4456,66X-816.37
850212661,H-813,Nguyen Van A 4457,22D-162.98
475011383,F-509,Nguyen Van A 4458,80F-976.92
737797405,K-702,Nguyen Van A 4459,53W-572.10
204218431,V-570,Nguyen Van A 4460,22X-107.82
553296698,I-458,Nguyen Van A 4461,96F-314.52
714499951,Z-781,Nguyen Van A 4462,80A-150.84
536800105,P-557,Nguyen Van A 4463,73C-364.95
496867996,R-897,Nguyen Van A 4464,16G-754.73
756783200,U-367,Nguyen Van A 4465,79Z-431.52
940897329,G-621,Nguyen Van A 4466,83L-237.22
469847425,J-229,Nguyen Van A 4467,49D-253.65
352955567,N-356,Nguyen Van A 4468,66M-645.16
952924107,V-276,Nguyen Van A 4469,76S-783.81
586295082,U-980,Nguyen Van A 4470,20P-538.55
364657050,F-340,Nguyen Van A 4471,74K-512.64
120623902,L-914,Nguyen Van A 4472,87F-716.38
630070651,Z-268,Nguyen Van A 4473,59J-440.70
946633603,T-854,Nguyen Van A 4474,18J-482.41
492885409,W-462,Nguyen Van A 4475,54P-571.70
508782650,V-712,Nguyen Van A 4476,17C-535.41
801863141,Y-368,Nguyen Van A 4477,37G-275.36
728769761,N-759,Nguyen Van A 4478,63Z-878.10
336427549,H-949,Nguyen Van A 4479,18L-483.22
492173070,F-240,Nguyen Van A 4480,74Z-391.66
346112512,L-601,Nguyen Van A 4481,14E-730.22
711463284,B-916,Nguyen Van A 4482,32M-281.68
337604536,K-829,Nguyen Van A 4483,73M-722.61
195150009,E-928,Nguyen Van A 4484,72M-645.84
172248219,F-134,Nguyen Van A 4485,29L-531.88
568019264,L-666,Nguyen Van A 4486,21D-685.47
627757773,J-832,Nguyen Van A 4487,77S-363.88
294850379,R-557,Nguyen Van A 4488,32M-706.67
863297766,W-748,Nguyen Van A 4489,57F-131.86
420883147,L-642,Nguyen Van A 4490,64F-596.44
498550518,R-804,Nguyen Van A 4491,65V-217.16
368491473,I-357,Nguyen Van A 4492,90M-889.86
91626912,U-403,Nguyen Van A 4493,43Z-578.60
742016580,E-958,Nguyen Van A 4494,59W-473.46
643974641,L-688,Nguyen Van A 4495,58T-875.70
488633785,L-866,Nguyen Van A 4496,72P-410.54
184655952,U-136,Nguyen Van A 4497,94W-702.17
135648787,Q-185,Nguyen Van A 4498,36N-512.98
506054786,Q-790,Nguyen Van A 4499,67T-336.31
255379934,K-636,Nguyen Van A 4500,78H-422.53
262219964,F-321,Nguyen Van A 4501,64U-318.92
243674285,P-610,Nguyen Van A 4502,31G-275.24
505769771,A-858,Nguyen Van A 4503,31L-538.46
706506416,Q-288,Nguyen Van A 4504,11A-537.42
341277602,Y-194,Nguyen Van A 4505,10P-963.95
362756804,H-186,Nguyen Van A 4506,58S-984.10
696345347,P-828,Nguyen Van A 4507,68B-621.31
518196808,C-811,Nguyen Van A 4508,54M-447.89
967987123,I-555,Nguyen Van A 4509,17V-466.31
289508556,N-944,Nguyen Van A 4510,27W-738.98
508126839,L-721,Nguyen Van A 4511,50K-916.76
574368459,D-266,Nguyen Van A 4512,98S-350.31
47680541,W-302,Nguyen Van A 4513,20O-394.65
508802685,R-814,Nguyen Van A 4514,20S-894.84
692434827,C-401,Nguyen Van A 4515,51R-724.82
974770743,U-666,Nguyen Van A 4516,72W-395.91
385453073,O-623,Nguyen Van A 4517,98R-200.72
400142392,O-456,Nguyen Van A 4518,94P-726.18
88263611,M-844,Nguyen Van A 4519,28S-527.76
897864464,T-501,Nguyen Van A 4520,87H-382.47
529086375,J-119,Nguyen Van A 4521,39H-221.29
256329574,I-739,Nguyen Van A 4522,48U-337.20
7785678,R-303,Nguyen Van A 4523,61B-667.85
445605862,U-973,Nguyen Van A 4524,81W-468.78
158523881,B-415,Nguyen Van A 4525,89X-988.51
231447304,C-844,Nguyen Van A 4526,72K-388.26
358681955,B-817,Nguyen Van A 4527,38M-981.26
868071774,X-720,Nguyen Van A 4528,14U-867.11
520347329,A-814,Nguyen Van A 4529,75J-452.46
465245701,V-474,Nguyen Van A 4530,35M-383.93
915736349,G-143,Nguyen Van A 4531,63O-831.60
546367868,E-245,Nguyen Van A 4532,58Z-703.53
128262361,D-335,Nguyen Van A 4533,34O-266.46
735879158,N-444,Nguyen Van A 4534,70J-117.95
725487635,G-704,Nguyen Van A 4535,79M-192.34
591628085,V-289,Nguyen Van A 4536,54Y-950.90
563019901,Z-464,Nguyen Van A 4537,68Z-148.25
784671254,Z-459,Nguyen Van A 4538,20P-907.23
591964722,E-410,Nguyen Van A 4539,57A-182.18
992254898,X-850,Nguyen Van A 4540,22X-453.48
791108699,H-780,Nguyen Van A 4541,79O-556.17
57525785,I-961,Nguyen Van A 4542,14O-583.15
988290193,J-628,Nguyen Van A 4543,47T-928.26
254397328,Q-904,Nguyen Van A 4544,61T-905.66
896236611,B-135,Nguyen Van A 4545,51R-317.37
903284517,Y-624,Nguyen Van A 4546,74B-256.87
640330753,L-604,Nguyen Van A 4547,48J-135.24
85174679,B-890,Nguyen Van A 4548,41V-115.72
742796796,M-600,Nguyen Van A 4549,52I-581.21
731872544,Z-468,Nguyen Van A 4550,38M-721.77
807377810,G-485,Nguyen Van A 4551,50X-669.18
409859319,I-736,Nguyen Van A 4552,79T-681.42
672072598,M-131,Nguyen Van A 4553,79A-962.12
590325356,I-683,Nguyen Van A 4554,42N-279.37
22757896,G-359,Nguyen Van A 4555,70V-177.98
399064873,A-494,Nguyen Van A 4556,16G-464.20
388679035,U-519,Nguyen Van A 4557,26D-330.10
954316393,H-640,Nguyen Van A 4558,56B-659.76
700827031,F-721,Nguyen Van A 4559,17X-171.72
835056192,C-217,Nguyen Van A 4560,17A-986.54
773070800,G-881,Nguyen Van A 4561,46J-451.39
733882886,I-716,Nguyen Van A 4562,90S-597.20
359035906,K-863,Nguyen Van A 4563,85I-321.75
184127798,J-485,Nguyen Van A 4564,30R-555.56
152853414,L-762,Nguyen Van A 4565,63S-801.95
34241861,D-925,Nguyen Van A 4566,77D-388.61
857424774,F-400,Nguyen Van A 4567,61V-650.61
521665331,J-343,Nguyen Van A 4568,26M-328.95
740236496,Q-976,Nguyen Van A 4569,56B-360.83
660581273,T-425,Nguyen Van A 4570,27Q-622.52
72600717,Y-575,Nguyen Van A 4571,43I-310.42
590116605,G-527,Nguyen Van A 4572,58N-185.88
740108812,W-814,Nguyen Van A 4573,20J-125.76
133314004,K-574,Nguyen Van A 4574,56U-672.90
633363246,Q-584,Nguyen Van A 4575,98I-760.86
26057151,O-327,Nguyen Van A 4576,15X-271.58
877576500,Y-577,Nguyen Van A 4577,98E-970.19
340133548,H-663,Nguyen Van A 4578,37P-851.34
157033231,I-725,Nguyen Van A 4579,16Q-858.98
707591313,C-843,Nguyen Van A 4580,44B-677.91
840558474,B-978,Nguyen Van A 4581,18S-435.21
824380892,H-929,Nguyen Van A 4582,38C-408.50
24081915,U-126,Nguyen Van A 4583,62U-641.69
192467645,K-432,Nguyen Van A 4584,30O-410.94
386992909,M-581,Nguyen Van A 4585,12U-542.35
515625655,O-616,Nguyen Van A 4586,24G-899.73
517459674,J-840,Nguyen Van A 4587,56S-478.97
51595002,T-708,Nguyen Van A 4588,66D-275.55
659992662,X-680,Nguyen Van A 4589,68N-265.24
362611252,X-113,Nguyen Van A 4590,87L-188.29
808964367,B-984,Nguyen Van A 4591,98X-579.98
559950150,A-456,Nguyen Van A 4592,91Y-974.87
965438210,Y-122,Nguyen Van A 4593,96G-815.95
190114706,X-326,Nguyen Van A 4594,67I-326.37
690190124,A-207,Nguyen Van A 4595,49T-291.28
430079475,G-445,Nguyen Van A 4596,18R-457.48
167493594,E-835,Nguyen Van A 4597,27H-825.90
210370545,K-175,Nguyen Van A 4598,16Y-657.96
349559275,U-412,Nguyen Van A 4599,28R-412.17
57127872,G-668,Nguyen Van A 4600,81D-480.59
510333735,Y-727,Nguyen Van A 4601,27A-416.99
541024138,H-816,Nguyen Van A 4602,29W-197.18
951416007,Z-175,Nguyen Van A 4603,21Z-162.26
449146135,Y-567,Nguyen Van A 4604,75V-299.57
33934771,K-530,Nguyen Van A 4605,23K-918.86
960048054,Z-187,Nguyen Van A 4606,79Y-271.63
819477104,Y-951,Nguyen Van A 4607,75I-166.47
174908204,R-845,Nguyen Van A 4608,42H-220.10
844928562,T-485,Nguyen Van A 4609,50F-109.14
965654493,N-629,Nguyen Van A 4610,32E-543.75
151679542,J-494,Nguyen Van A 4611,23I-216.79
471820663,D-683,Nguyen Van A 4612,66O-146.72
83831370,N-454,Nguyen Van A 4613,77R-646.98
261228319,T-129,Nguyen Van A 4614,88L-696.62
434059716,F-216,Nguyen Van A 4615,21S-448.58
476013031,V-347,Nguyen Van A 4616,44M-527.70
68505997,I-743,Nguyen Van A 4617,64P-349.82
252427104,U-689,Nguyen Van A 4618,85T-159.90
553977142,J-340,Nguyen Van A 4619,60D-111.21
86827201,W-777,Nguyen Van A 4620,78Y-389.13
389377459,P-141,Nguyen Van A 4621,85F-103.48
888583917,U-740,Nguyen Van A 4622,61B-345.11
105218697,D-698,Nguyen Van A 4623,27U-926.98
482697772,W-376,Nguyen Van A 4624,17Y-116.72
535380058,E-241,Nguyen Van A 4625,84A-233.30
667968873,O-936,Nguyen Van A 4626,62C-250.26
870813406,S-997,Nguyen Van A 4627,73W-648.56
32169972,L-130,Nguyen Van A 4628,81F-287.78
284231026,Y-838,Nguyen Van A 4629,10B-291.51
877451210,V-486,Nguyen Van A 4630,92X-671.21
367205176,S-684,Nguyen Van A 4631,87O-982.56
510378393,D-725,Nguyen Van A 4632,30M-799.52
417890248,I-252,Nguyen Van A 4633,36F-265.85
307873118,N-223,Nguyen Van A 4634,47V-274.42
685263131,S-776,Nguyen Van A 4635,20T-978.97
621697594,D-526,Nguyen Van A 4636,58Y-335.65
895370629,F-430,Nguyen Van A 4637,88Z-420.39
963194473,A-516,Nguyen Van A 4638,22O-410.79
420057199,D-681,Nguyen Van A 4639,84V-205.48
861536673,I-624,Nguyen Van A 4640,79W-132.69
266385636,N-560,Nguyen Van A 4641,37N-135.17
547560824,F-878,Nguyen Van A 4642,77H-473.36
220879416,Q-484,Nguyen Van A 4643,97V-238.48
857559186,C-211,Nguyen Van A 4644,95D-712.57
456070474,F-689,Nguyen Van A 4645,31N-708.56
175284195,B-191,Nguyen Van A 4646,47X-906.59
463020449,A-562,Nguyen Van A 4647,34B-264.17
594893255,O-703,Nguyen Van A 4648,66Q-516.54
301110971,D-466,Nguyen Van A 4649,59N-103.76
341115546,L-666,Nguyen Van A 4650,99P-131.52
525116092,F-946,Nguyen Van A 4651,71Q-321.82
142025815,L-386,Nguyen Van A 4652,60W-283.56
837743801,L-185,Nguyen Van A 4653,96R-306.86
752846713,X-969,Nguyen Van A 4654,48A-668.15
731744141,C-799,Nguyen Van A 4655,72Y-262.52
749795600,F-135,Nguyen Van A 4656,88H-986.68
526930426,W-554,Nguyen Van A 4657,99S-425.60
330362972,R-475,Nguyen Van A 4658,37N-616.20
16301052,I-567,Nguyen Van A 4659,88T-403.70
417718860,F-980,Nguyen Van A 4660,37Q-332.25
964893134,B-679,Nguyen Van A 4661,99B-487.60
87907385,J-994,Nguyen Van A 4662,91M-131.91
37189297,D-875,Nguyen Van A 4663,73I-865.65
758495263,V-195,Nguyen Van A 4664,28K-281.86
490566474,X-738,Nguyen Van A 4665,24U-194.21
648500279,I-322,Nguyen Van A 4666,21D-830.11
107242462,H-751,Nguyen Van A 4667,13K-642.62
692114218,I-307,Nguyen Van A 4668,56N-756.42
111758316,M-204,Nguyen Van A 4669,80C-685.62
680171066,P-804,Nguyen Van A 4670,32G-261.85
797803165,Y-200,Nguyen Van A 4671,31P-156.40
845034268,W-557,Nguyen Van A 4672,40L-904.67
